Compound	RNA.molecule	Compound.CID
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-376b	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-424	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-450a-2	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-503	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-519a-2	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-99b	24205338
"4-(1h)quinolinone, 2-(3-methoxyphenyl)-6-(dimethylamino)-"	hsa-mir-376a-2	379515
"4-(1h)quinolinone, 2-(3-methoxyphenyl)-6-(dimethylamino)-"	hsa-mir-512-2	379515
"4-(1h)quinolinone, 2-(3-methoxyphenyl)-6-(dimethylamino)-"	hsa-mir-518e	379515
"4(1h)-quinolinone, 6-(1-pyrrolidinyl)-2-(3- methoxyphenyl)-"	hsa-mir-141	379514
"4(1h)-quinolinone, 6-(1-pyrrolidinyl)-2-(3- methoxyphenyl)-"	hsa-mir-200b	379514
"4(1h)-quinolinone, 6-(1-pyrrolidinyl)-2-(3- methoxyphenyl)-"	hsa-mir-200c	379514
"4(1h)-quinolinone, 6-(1-pyrrolidinyl)-2-(3- methoxyphenyl)-"	hsa-mir-221	379514
"4(1h)-quinolinone, 6-(1-pyrrolidinyl)-2-(3- methoxyphenyl)-"	hsa-mir-376a-2	379514
"4(1h)-quinolinone, 6-(1-pyrrolidinyl)-2-(3- methoxyphenyl)-"	hsa-mir-512-2	379514
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-106a	384403
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-154	384403
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-18a	384403
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-19b-1	384403
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-19b-2	384403
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-20a	384403
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-20b	384403
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-25	384403
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-409	384403
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-92a-2	384403
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-93	384403
4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat	hsa-mir-96	384403
4-[2-(3-methoxy-phenyl)-vinyl]-benzenesulfonamide	hsa-mir-130a	5472641
4-[2-(4-dimethylamino-phenyl)-vinyl]-benzenesulfonamide	hsa-mir-23a	5472593
4-[2-(4-dimethylamino-phenyl)-vinyl]-benzenesulfonamide	hsa-mir-23b	5472593
4-[2-(4-dimethylamino-phenyl)-vinyl]-benzenesulfonamide	hsa-mir-24-2	5472593
4-(2-oxo-2-phenylethoxy)-2h-1-benzopyran-2-one	hsa-mir-100	386272
4-(2-oxo-2-phenylethoxy)-2h-1-benzopyran-2-one	hsa-mir-10b	386272
4-(2-oxo-2-phenylethoxy)-2h-1-benzopyran-2-one	hsa-mir-125b-1	386272
4-(2-oxo-2-phenylethoxy)-2h-1-benzopyran-2-one	hsa-mir-125b-2	386272
4-(2-oxo-2-phenylethoxy)-2h-1-benzopyran-2-one	hsa-mir-24-1	386272
4-(2-oxo-2-phenylethoxy)-2h-1-benzopyran-2-one	hsa-mir-24-2	386272
4-(2-oxo-2-phenylethoxy)-2h-1-benzopyran-2-one	hsa-mir-28	386272
4-(2-oxo-2-phenylethoxy)-2h-1-benzopyran-2-one	hsa-mir-34a	386272
4-(2-oxo-2-phenylethoxy)-2h-1-benzopyran-2-one	hsa-mir-365-2	386272
4-(2-oxo-2-phenylethoxy)-2h-1-benzopyran-2-one	hsa-mir-99a	386272
4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid	hsa-let-7a-1	405748
4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid	hsa-let-7c	405748
4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid	hsa-let-7d	405748
4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid	hsa-mir-100	405748
4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid	hsa-mir-10b	405748
4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid	hsa-mir-125b-1	405748
4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid	hsa-mir-142	405748
4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid	hsa-mir-153-2	405748
4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid	hsa-mir-25	405748
4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid	hsa-mir-28	405748
4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid	hsa-mir-99a	405748
"4,4'-methylenedi-2,6-xylenol"	hsa-mir-141	79345
"4,4'-methylenedi-2,6-xylenol"	hsa-mir-202	79345
4-(5'-bromofuran-2'-yl)-3-bromo-but-3-en-2-one	hsa-mir-142	45028185
4-(5'-bromofuran-2'-yl)-3-bromo-but-3-en-2-one	hsa-mir-20a	45028185
4-(5'-bromofuran-2'-yl)-3-bromo-but-3-en-2-one	hsa-mir-25	45028185
4-(5'-bromofuran-2'-yl)-3-bromo-but-3-en-2-one	hsa-mir-27b	45028185
4-(5'-bromofuran-2'-yl)-3-bromo-but-3-en-2-one	hsa-mir-93	45028185
4-(5-fluorobenzo[d]thiazol-2-yl)-2-methyl aniline	hsa-mir-221	396813
4-(5-fluorobenzo[d]thiazol-2-yl)-2-methyl aniline	hsa-mir-222	396813
"4-(5-methoxy-1-methyl-4,7-dioxoindol-3-yl)-2-methylthiazole"	hsa-mir-210	392621
"4-(5-methoxy-1-methyl-4,7-dioxoindol-3-yl)-2-methylthiazole"	hsa-mir-30a	392621
"4-(5-methoxy-1-methyl-4,7-dioxoindol-3-yl)-2-methylthiazole"	hsa-mir-30e	392621
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-let-7e	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-10b	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-125a	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-142	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-20a	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-23a	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-23b	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-24-1	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-24-2	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-27a	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-27b	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-28	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-299	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-337	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-409	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-432	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-495	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-502	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-507	3246652
"4-(6-thioguanine)-7-nitro-2,1,3-benzoxadiazole"	hsa-mir-517c	3246652
"4-amino-1,2-naphthoquinone"	hsa-mir-338	72908
4-amino-3-pentadecylphenol	hsa-mir-342	219123
"4-amino-6-ethylthio-1-methylpyrazolo[3,4-d]pyrimidine"	hsa-mir-101-2	405580
"4-amino-6-ethylthio-1-methylpyrazolo[3,4-d]pyrimidine"	hsa-mir-221	405580
"4-amino-6-ethylthio-1-methylpyrazolo[3,4-d]pyrimidine"	hsa-mir-222	405580
"4-amino-6-ethylthio-1-methylpyrazolo[3,4-d]pyrimidine"	hsa-mir-375	405580
4-aminopiazthiole	hsa-let-7c	69845
4-aminopiazthiole	hsa-let-7e	69845
4-aminopiazthiole	hsa-mir-100	69845
4-aminopiazthiole	hsa-mir-105-2	69845
4-aminopiazthiole	hsa-mir-106a	69845
4-aminopiazthiole	hsa-mir-10a	69845
4-aminopiazthiole	hsa-mir-10b	69845
4-aminopiazthiole	hsa-mir-125a	69845
4-aminopiazthiole	hsa-mir-125b-1	69845
4-aminopiazthiole	hsa-mir-125b-2	69845
4-aminopiazthiole	hsa-mir-138-1	69845
4-aminopiazthiole	hsa-mir-142	69845
4-aminopiazthiole	hsa-mir-151	69845
4-aminopiazthiole	hsa-mir-17	69845
4-aminopiazthiole	hsa-mir-18a	69845
4-aminopiazthiole	hsa-mir-193a	69845
4-aminopiazthiole	hsa-mir-193b	69845
4-aminopiazthiole	hsa-mir-19b-1	69845
4-aminopiazthiole	hsa-mir-19b-2	69845
4-aminopiazthiole	hsa-mir-20a	69845
4-aminopiazthiole	hsa-mir-20b	69845
4-aminopiazthiole	hsa-mir-21	69845
4-aminopiazthiole	hsa-mir-221	69845
4-aminopiazthiole	hsa-mir-22	69845
4-aminopiazthiole	hsa-mir-23a	69845
4-aminopiazthiole	hsa-mir-23b	69845
4-aminopiazthiole	hsa-mir-24-1	69845
4-aminopiazthiole	hsa-mir-24-2	69845
4-aminopiazthiole	hsa-mir-25	69845
4-aminopiazthiole	hsa-mir-27a	69845
4-aminopiazthiole	hsa-mir-27b	69845
4-aminopiazthiole	hsa-mir-28	69845
4-aminopiazthiole	hsa-mir-29a	69845
4-aminopiazthiole	hsa-mir-32	69845
4-aminopiazthiole	hsa-mir-337	69845
4-aminopiazthiole	hsa-mir-34c	69845
4-aminopiazthiole	hsa-mir-365-1	69845
4-aminopiazthiole	hsa-mir-365-2	69845
4-aminopiazthiole	hsa-mir-495	69845
4-aminopiazthiole	hsa-mir-517c	69845
4-aminopiazthiole	hsa-mir-92a-2	69845
4-aminopiazthiole	hsa-mir-93	69845
4-aminopiazthiole	hsa-mir-96	69845
4-aminopiazthiole	hsa-mir-99a	69845
4-aminopiazthiole	hsa-mir-99b	69845
4-appt	hsa-mir-10a	9556427
4-appt	hsa-mir-10b	9556427
4-appt	hsa-mir-142	9556427
4-appt	hsa-mir-27a	9556427
4-appt	hsa-mir-27b	9556427
4-appt	hsa-mir-28	9556427
4-azido-2-chloro-3-cyanoquinoline	hsa-mir-142	381915
4-azido-2-chloro-3-cyanoquinoline	hsa-mir-18a	381915
4-azido-2-chloro-3-cyanoquinoline	hsa-mir-20a	381915
4-azido-2-chloro-3-cyanoquinoline	hsa-mir-25	381915
4-azido-2-chloro-3-cyanoquinoline	hsa-mir-93	381915
4-azido-2-chloro-3-nitro-quinoline	hsa-let-7a-3	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-let-7b	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-let-7e	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-100	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-106a	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-125a	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-125b-1	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-125b-2	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-134	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-142	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-18a	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-193a	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-193b	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-20a	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-20b	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-218-2	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-219-1	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-21	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-22	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-23a	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-23b	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-24-1	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-24-2	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-25	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-27a	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-27b	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-28	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-339	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-365-2	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-409	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-517c	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-92a-2	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-93	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-99a	381894
4-azido-2-chloro-3-nitro-quinoline	hsa-mir-99b	381894
4-azido-3-formyl-1-phenyl-2-quinolone	hsa-let-7a-1	381889
4-azido-3-formyl-1-phenyl-2-quinolone	hsa-let-7a-3	381889
4-azido-3-formyl-1-phenyl-2-quinolone	hsa-mir-23a	381889
4-azido-3-formyl-1-phenyl-2-quinolone	hsa-mir-23b	381889
4-azido-3-formyl-1-phenyl-2-quinolone	hsa-mir-24-1	381889
4-azido-3-formyl-1-phenyl-2-quinolone	hsa-mir-24-2	381889
4-azido-3-formyl-1-phenyl-2-quinolone	hsa-mir-27a	381889
4-azido-3-formyl-1-phenyl-2-quinolone	hsa-mir-27b	381889
4-azido-3-formyl-1-phenyl-2-quinolone	hsa-mir-33b	381889
4-azido-3-formyl-1-phenyl-2-quinolone	hsa-mir-521-1	381889
4-azido-3-formyl-1-phenyl-2-quinolone	hsa-mir-9-3	381889
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-let-7a-1	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-let-7b	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-let-7e	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-105-2	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-106a	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-125a	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-125b-2	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-134	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-142	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-18a	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-193a	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-193b	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-20a	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-20b	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-218-2	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-21	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-22	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-23a	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-23b	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-24-1	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-24-2	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-25	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-27a	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-27b	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-339	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-365-1	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-365-2	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-409	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-93	387473
4'-azido-3-nitro-1-methyl-2-quinolone	hsa-mir-99a	387473
4-bromoacetamido-benzoylurea	hsa-mir-125a	398527
4-bromoacetamido-benzoylurea	hsa-mir-142	398527
4-bromoacetamido-benzoylurea	hsa-mir-20a	398527
4-bromoacetamido-benzoylurea	hsa-mir-219-1	398527
4-bromoacetamido-benzoylurea	hsa-mir-23a	398527
4-bromoacetamido-benzoylurea	hsa-mir-23b	398527
4-bromoacetamido-benzoylurea	hsa-mir-24-1	398527
4-bromoacetamido-benzoylurea	hsa-mir-24-2	398527
4-bromoacetamido-benzoylurea	hsa-mir-27a	398527
4-bromoacetamido-benzoylurea	hsa-mir-27b	398527
4-butanediyldihydroguaiaretic acid	hsa-mir-100	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-10a	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-10b	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-125a	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-125b-1	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-128-1	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-142	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-181a-1	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-181c	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-21	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-23a	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-23b	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-24-1	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-24-2	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-27b	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-28	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-342	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-93	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-99a	161924
4-butanediyldihydroguaiaretic acid	hsa-mir-99b	161924
4-chloro-3-nitrophenyl methyl sulfone	hsa-mir-376a-2	66796
4-chloro-3-nitrophenyl methyl sulfone	hsa-mir-512-2	66796
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-100	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-106a	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-10b	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-125a	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-125b-1	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-125b-2	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-142	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-151	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-18a	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-193a	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-193b	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-20a	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-21	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-22	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-23a	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-23b	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-24-1	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-24-2	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-25	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-27a	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-27b	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-28	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-31	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-365-1	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-365-2	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-92a-2	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-93	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-96	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-99a	16766044
"4-chloro-5-phenoxy-3h-1,2-dithiole-3-thione"	hsa-mir-99b	16766044
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-let-7a-3	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-let-7c	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-100	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-105-2	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-106a	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-10b	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-125a	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-125b-1	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-125b-2	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-142	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-18a	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-193a	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-20a	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-21	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-22	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-23a	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-23b	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-24-1	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-24-2	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-25	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-27a	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-27b	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-28	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-31	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-93	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-99a	16766538
"4-chloro-5-(pyridin-2-ylthio)-3h-1,2-dithiole-3-thione"	hsa-mir-99b	16766538
4-demethylcalycopterone	hsa-let-7a-1	101664523
4-demethylcalycopterone	hsa-let-7c	101664523
4-demethylcalycopterone	hsa-mir-100	101664523
4-demethylcalycopterone	hsa-mir-106a	101664523
4-demethylcalycopterone	hsa-mir-10a	101664523
4-demethylcalycopterone	hsa-mir-10b	101664523
4-demethylcalycopterone	hsa-mir-125a	101664523
4-demethylcalycopterone	hsa-mir-125b-1	101664523
4-demethylcalycopterone	hsa-mir-128-1	101664523
4-demethylcalycopterone	hsa-mir-128-2	101664523
4-demethylcalycopterone	hsa-mir-142	101664523
4-demethylcalycopterone	hsa-mir-146b	101664523
4-demethylcalycopterone	hsa-mir-17	101664523
4-demethylcalycopterone	hsa-mir-18a	101664523
4-demethylcalycopterone	hsa-mir-19b-1	101664523
4-demethylcalycopterone	hsa-mir-19b-2	101664523
4-demethylcalycopterone	hsa-mir-20a	101664523
4-demethylcalycopterone	hsa-mir-20b	101664523
4-demethylcalycopterone	hsa-mir-21	101664523
4-demethylcalycopterone	hsa-mir-22	101664523
4-demethylcalycopterone	hsa-mir-23a	101664523
4-demethylcalycopterone	hsa-mir-23b	101664523
4-demethylcalycopterone	hsa-mir-24-1	101664523
4-demethylcalycopterone	hsa-mir-24-2	101664523
4-demethylcalycopterone	hsa-mir-25	101664523
4-demethylcalycopterone	hsa-mir-27a	101664523
4-demethylcalycopterone	hsa-mir-27b	101664523
4-demethylcalycopterone	hsa-mir-28	101664523
4-demethylcalycopterone	hsa-mir-31	101664523
4-demethylcalycopterone	hsa-mir-92a-1	101664523
4-demethylcalycopterone	hsa-mir-92a-2	101664523
4-demethylcalycopterone	hsa-mir-93	101664523
4-demethylcalycopterone	hsa-mir-99a	101664523
4-epi-7-aza-phomopsolide e	hsa-mir-128-1	45028013
4-epi-7-aza-phomopsolide e	hsa-mir-128-2	45028013
4-epi-7-aza-phomopsolide e	hsa-mir-142	45028013
4-epi-7-aza-phomopsolide e	hsa-mir-151	45028013
4-epi-7-aza-phomopsolide e	hsa-mir-20a	45028013
4-epi-7-aza-phomopsolide e	hsa-mir-23a	45028013
4-epi-7-aza-phomopsolide e	hsa-mir-23b	45028013
4-epi-7-aza-phomopsolide e	hsa-mir-24-1	45028013
4-epi-7-aza-phomopsolide e	hsa-mir-24-2	45028013
4-epi-7-aza-phomopsolide e	hsa-mir-25	45028013
4-epi-7-aza-phomopsolide e	hsa-mir-93	45028013
4-epi-7-oxo-phomopsolide e	hsa-mir-23a	11231822
4-epi-7-oxo-phomopsolide e	hsa-mir-23b	11231822
4-epi-7-oxo-phomopsolide e	hsa-mir-24-1	11231822
4-epi-7-oxo-phomopsolide e	hsa-mir-24-2	11231822
4-epi-7-oxo-phomopsolide e	hsa-mir-27b	11231822
4-epi-7-oxo-phomopsolide e	hsa-mir-93	11231822
